-1	1	0	1.970607569484927	2.1375852007950016
-1	1	0	1.8406587613011036	2.1745668797680078
-1	1	1	1.710179623880365	2.2109220241446974
-1	1	1	1.5791982599267902	2.246627889529255
-1	1	1	1.447744854554565	2.2816622107239133
-1	1	1	1.3158516681756605	2.3160034320945404
-1	1	2	1.1835529880126137	2.3496309522034826
-1	1	2	1.0508850332768194	2.3825253754635494
-1	1	2	0.9178858109371896	2.414668761790731
-1	1	3	0.7845949215625224	2.44604486391986
-1	1	3	0.6510533177847576	2.476639341466477
-1	1	3	0.5173030212074057	2.5064399411790985
-1	1	3	0.3833868066906818	2.5354366342197094
-1	1	3	0.2493478654714711	2.5636217036675104
-1	1	3	0.11522946016571478	2.590989778526065
-1	1	3	-0.01892541487104768	2.617537813959574
-1	1	3	-0.1530743551242073	2.6432650208615054
-1	1	4	-0.28717583857218876	2.668172750764644
-1	1	4	-0.421189481131817	2.692264344234187
-1	1	4	-0.5550762495938266	2.715544952091489
-1	1	4	-0.6887986297279588	2.738021339097553
-1	1	4	-0.8223207499151454	2.7597016792120597
-1	1	4	-0.955608462829247	2.780595350444359
-1	1	4	-1.088629389246266	2.800712735862745
-1	1	4	-1.2213529290059275	2.820065035746086
-1	1	4	-1.3537502445595855	2.838664094321927
-1	1	5	-1.4857942225186531	2.8565222431568693
-1	1	5	-1.6174594182900544	2.873652162114496
-1	1	5	-1.7487219883629797	2.8900667578956245
-1	1	5	-1.879559614189594	2.905779059516564
-1	1	5	-2.009951420953724	2.920802129635442
-1	1	5	-2.139877893896224	2.9351489903678454
-1	1	5	-2.2693207942948668	2.948832562102348
-1	1	5	-2.398263076696379	2.961865613798069
-1	1	5	-2.526688808574119	2.974260723289276
-1	1	6	-2.6545830932350656	2.9860302462111976
-1	1	6	-2.781931996518252	2.997186292277238
-1	1	6	-2.815733144120211	3.0
-1	1	6	-2.9087224776053513	2.992258292233425
-1	1	6	-3.0	2.9841999886187733
-1	1	6	-2.965058195874512	2.9811152904280633
-1	1	6	-2.8382610102673667	2.969390294759078
-1	1	7	-2.7108966459533765	2.957071916402099
-1	1	7	-2.5829775855811716	2.944148470294443
